Perplexity_Score,Burstiness_Score,Skill_Velocity_Index,Semantic_Delta,Digital_Footprint_Density,Is_Fraud
0.7466361348397006,0.5253718947150472,0.18298869739406404,0.18537726901561968,0.9589904576069933,0
0.3464177238752437,0.22751554940347832,0.7668045082505548,0.7636883338844433,0.0,1
0.837310317655311,0.5581278200919512,0.4030283454031842,0.2676441555277225,0.7237789703529034,0
0.43554397669558986,0.5292029626568359,0.4380091354147452,0.3726933223884308,0.8232786025788469,0
0.16864703138276022,0.26539007342557475,1.0,0.8783589664798608,0.3075065039348542,1
0.5620863648649295,0.4475791249479665,0.2755843364709351,0.21652246678934592,0.7468938933588465,0
0.13502347731517328,0.1530031479164082,0.8173303786813636,0.6488116580436787,0.12915636766819727,1
0.7348074906036454,0.7484902528016298,0.15151020315500963,0.14723248590740418,0.9645729067630544,0
0.2138098989896391,1.0,0.3538755992446369,0.2575433638901593,0.9853673287733231,0
0.1966387435296287,0.062167692282026094,0.752463397272175,0.8290897057590007,0.0,1
0.7295291853803685,0.5346216260953702,0.40470983026121543,0.0,0.5346386142666324,0
0.28584511166566656,0.17252641172475494,0.8724339656778083,0.6810767534922871,0.24521176991825605,1
0.19475955494225305,0.26038773433162576,0.7829884799545767,0.7237480760853402,0.09373517778781786,1
0.11107591717716758,0.20222506360177786,0.9387503967414059,0.8226684248494598,0.2534482101794515,1
0.4897223405811578,0.9190840092309955,0.18569950872695162,0.18318559144610058,0.76056637561876,0
0.35781180575621846,0.19441983272906718,0.7320630878367382,0.8102484642158208,0.0,1
0.6273648890700623,1.0,0.17903589813087945,0.3873658545162958,0.8545447823937452,0
0.10922438198530797,0.2341983695452127,0.8908052846836756,0.7939596270803092,0.07513841462333226,1
0.5480753319498364,0.7501834375248762,0.23485819963855514,0.4013449743242131,0.7603227738034084,0
0.7757480918470685,0.5250362844608643,0.24183190860513562,0.2570052163113181,1.0,0
0.8298632791255182,0.6552182100421667,0.1985243269307133,0.366187830260819,0.5653637582433424,0
0.24086073077017678,0.07909790423695094,0.8128142117721334,0.740337094138827,0.09241285493149767,1
0.6891984817629498,0.24237509296442922,0.17053185242790941,0.2566990717224872,0.43417742625853567,0
0.919847315338233,0.31611894377572564,0.35228354880354995,0.3721033695525353,0.8089898945399493,0
0.9798661766717134,0.6527858583825893,0.2311849654822276,0.26684609762696143,0.7437205429514095,0
0.664811929993728,0.7254600986089704,0.33464884758979924,0.17719970587708656,0.9226834487037543,0
0.6792603548243222,1.0,0.39246336829127687,0.19488142836714667,0.7783221993926723,0
0.47277291629712026,0.738852662297208,0.20316555451363644,0.22410950262959226,0.888282990465608,0
0.21448878330968912,0.07273405547291759,0.7975432986232949,0.8494063918975521,0.2406934745891751,1
0.6687816624464087,0.7359236438265172,0.3388578604530964,0.062482753035425526,1.0,0
0.7607472566441433,0.36866778063035555,0.14441043537963724,0.3501046092567141,0.9382475167886689,0
0.9284686115904486,0.4496759980210169,0.45421099525678754,0.2851448207541583,0.6115239658581116,0
0.2195024984028127,0.061893166333870764,0.8603438129308106,0.7163937847899976,0.0,1
0.14425769468916788,0.0,0.8087586181783519,0.7569690680045358,0.060012176133162856,1
0.23423378344896217,0.02450773319977073,0.8340637767854093,0.7652697711042158,0.10340080962281469,1
0.14301670717612414,0.16954817315532908,1.0,0.7120717217588013,0.0,1
0.8457356426431533,0.5099758370121654,0.21607903326609934,0.27392468641111495,0.7934784575279207,0
0.09148494734422019,0.20565531245337582,0.7998215807188468,0.6633141636719174,0.07859323022721387,1
0.17702003694248064,0.10488411415910012,0.9779518669760159,0.7482307427130785,0.1348341739246127,1
0.1471022291935985,0.16566937282465247,0.8549308331520222,0.884310533232324,0.08766559359538896,1
0.15341944308818373,0.21386601686431023,0.9752842634427483,0.8209534230262795,0.07640834706878762,1
0.5411179717166572,0.6986678898645384,0.30212715767360615,0.24486062764115138,0.6964188421525611,0
0.0,0.06950335191474391,0.8928186247810576,0.8099886954409213,0.0,1
0.15146941646321319,0.14609804806224558,0.6183856137031123,0.800855608082435,0.10193440708117543,1
0.5447136516370938,0.7413506438307568,0.33811583848827775,0.5637748533659994,0.8359106750803066,0
0.5273509633866545,0.3244915124233675,0.30380034781682,0.4384586305934609,1.0,0
0.6664805822011223,0.40557443822161093,0.20103718634296625,0.13209602088401973,0.468220713300574,0
0.12152380918722966,0.1970044187368202,0.7385953549838007,0.5369269863170937,0.26163000427219163,1
0.49852590026034105,0.10368386379146009,0.6006729179669922,0.6576317363116078,0.20743330047702438,1
0.25555126463422484,0.19535087125544673,0.8396568775709716,0.6848846263447131,0.15008315910042117,1
0.5825120061495644,0.814634116792383,0.41894704889246404,0.15448774206506471,0.8152784442892981,0
0.3738851351853332,0.3586047049537114,0.7643501762590801,0.8494705653775033,0.16594512411136114,1
0.45887751481581585,0.598081729727279,0.28499444129674734,0.2420358608754285,0.8260012496555613,0
0.16149781882871364,0.2361636124497944,0.8643048769878953,0.8145836470215384,0.12274958757320538,1
0.9050311401166786,0.5194752041395219,0.3014688194729197,0.2694736194718775,0.5928433095269339,0
0.04513817011362534,0.22211353625455815,0.7740296882519713,0.6920263678724152,0.10193812376980253,1
0.7018888601172691,0.716891357997405,0.20667320409268036,0.3626705136827583,0.543896306361058,0
0.8744745628232439,0.7764815478111042,0.1907687235327421,0.1877350638265548,0.6986437881257583,0
0.7511727962224966,0.5757118268008418,0.29374068721004776,0.15775898155014972,0.8227636988373112,0
0.5593262440127316,0.771201990269128,0.3040591691203882,0.22587423453814576,0.8708609416820566,0
0.8127899549030161,0.6947768048558263,0.4050654396007612,0.3648445709196755,0.7713458356099747,0
0.7391582908269834,0.4542472568435385,0.10017993154678922,0.45574954697116987,0.6392214150439768,0
0.23278795241593575,0.25383788510193167,0.8975430682526623,0.7420875890364254,0.008718908070348697,1
0.6567012041619792,0.7442831112772809,0.33918040054025467,0.22499534854010472,0.8215082701013378,0
0.7542454037571451,0.27584161579482885,0.25322987986881085,0.09374541431134573,1.0,0
0.2651521991339506,0.03382161560876361,0.8534027411072231,0.9146030144142065,0.10678385139169377,1
0.5652377992977462,0.8140964362394728,0.3459972142939116,0.30462842480036995,0.5230718206642859,0
0.3481663402462599,0.21952029000839993,0.6713624534645313,0.9178512689798424,0.0696435674734085,1
0.6281238643232064,0.7079549713792826,0.37716987106483446,0.2478632705651564,0.9276346943251959,0
0.8546499283743926,0.7175205324150404,0.24496948461545798,0.22735211080984732,0.5981193614790178,0
0.6648769937914996,0.5198714861756346,0.369822331361359,0.23298153774750716,0.5159577999569323,0
0.5566689339099361,0.735091512356993,0.2627166847908233,0.11203818352110695,1.0,0
0.2668340488718081,0.1751473608940512,0.923463754545933,0.7627324416048026,0.06903502860119388,1
0.8768945776095739,0.5607132770898944,0.4528468426412532,0.23318561814152103,0.8586043881392217,0
0.2890247500836509,0.160940847183297,0.6413522341628914,0.75225892938072,0.0058977299333621,1
0.6595889748333162,0.3603972199167512,0.3860473488359745,0.20346895432199466,0.7964671773688643,0
0.32958717818630145,0.09678314368728104,0.8440584818727506,0.5781652239948919,0.2292745289518207,1
0.5665728355561714,0.8992170384995258,0.3758928589786765,0.22610679008303056,0.9481001774883653,0
0.27682072166317373,0.14260271364056218,0.7700059493298066,0.8324340210014869,0.04305502255078896,1
0.9213034325424327,0.5389045761679491,0.11980195624199802,0.4275310892609512,0.8925508924365047,0
0.25348173363459103,0.19004813865063286,0.8639887232839127,0.7327514403993665,0.11469352983866879,1
0.9814256258823828,0.5781415818425881,0.4561511196726853,0.29240610444640897,0.6613650283597544,0
0.11049301577233954,0.19559041951707026,0.7771922902144679,0.8479827035366834,0.07167819610547675,1
0.6411837770301763,0.8575079888515799,0.37326400772155793,0.013706756445816148,0.9558667681130404,0
0.6696711021349159,0.47107853955609924,0.34746982328799525,0.33950383140761153,0.9331483138810754,0
0.6339933269954524,0.5246065884424466,0.22644700574102333,0.26232048067844854,0.7243730253488493,0
0.1543879172525812,0.08722660939154943,0.8681062742771082,0.9509131013404551,0.0,1
0.472094505106898,0.4601202222336114,0.42276689924732924,0.3011202599524981,0.6121409833380322,0
0.6971475688145966,0.934100849597971,0.24234895992732805,0.35005823180429785,0.9817915978079601,0
0.5205690063878994,0.5847952935664318,0.12602862212219001,0.33840453963610495,0.7845167370601256,0
0.7993196011781569,0.38293112825797976,0.2847530163619456,0.24168944273713053,0.6983653021496518,0
0.2220541427013867,0.15771564962177168,0.7392843183197548,0.6327106098688426,0.11488768039176911,1
0.10736188700184617,0.08417515876661516,1.0,0.6583772944207354,0.19452115346114837,1
0.32235688824186276,0.038281353829299744,0.7277104980444435,0.6088359449348243,0.17840027793107482,1
0.7944443262885418,0.6559512278991491,0.33216978061960134,0.2521311648671942,0.5745379547360274,0
0.22522403964266774,0.2563940987560856,0.8163613054588863,0.6867215048732256,0.049876589220978734,1
0.7444180415596864,0.5960250129413258,0.307863519031609,0.3119154261005198,0.900572092586182,0
0.0,0.27794649316577513,0.9646440870400728,0.6968044757905565,0.11580892253231845,1
0.818654792056457,0.49190510891093764,0.4105525932957984,0.26132704105377647,1.0,0
0.3758620484195134,0.12514713819255505,0.7433765068100775,0.7694380888931688,0.18316167861804036,1
0.18244360545007846,0.23407344821295492,0.8412564671222819,0.8262066809086726,0.20626572907875265,1
0.8587636730274382,0.9631048058468681,0.2778746376414228,0.3600959634998571,0.9686530039805754,0
0.25082686396745896,0.3472542176789808,0.8106947242938599,0.8839663864431189,0.0,1
